id	name
11963	Лазеры с модуляцией параметров
11964	Физические процессы на границе двух сред
11966	Интерференционный слой на границе двух сред
12015	Функции микроорганизмов в биотехнологии кисломолочных продуктов
11998	Типы данных
12016	Технологии дрожжевого хлеба
11984	Статистические явления физической оптики
11975	Методы анализа множественности решений задачи
11985	Когерентность протяженных источников
11960	Переходные процессы в лазерах
11972	Нелинейное уроавнение Шредингера
11967	Распространение излучения
12003	Обзор современных языков программирования
12021	Применение дрожжей в медицине
12011	Одноступенчатая парокомпрессорная холодильная машина
12038	Беспилотные транспортные средства
11987	Принцип возможных перемещений
11988	Устойчивость равновесия системы
11989	Устойчивость движения системы
11990	Уравнения динамики
11991	Канонические уравнения Гамильтона
12033	Программное обеспечение беспроводных сетей
11993	Вариационные принципы
11994	Вариация действия по Гамильтону
11995	Канонические преобразования
11996	Уравнение Гамильтона- Якоби
12031	Управление данными беспилотных транспортных средств
12006	Планирование исследования
12017	Дрожжи в виноделии
12019	Кормовые дрожжи
11992	Скобки Пуассона
12028	Физическая экосистема автономного транспорта
12022	Дрожжевое производство
12029	Физические компоненты автономных транспортных средств
12032	Аппаратное обеспечение беспроводных сетей
12034	Протоколы беспроводных сетей
12037	Организационные структур управления наукоемким производством
12018	Промышленное производство спирта
12002	Функции
12023	Методы системной динамики
12024	Дискретно-событийные системы
12025	Стохастическое имитационное моделирование
12026	Методы агентного моделирования
11999	Переменные
11971	Итерационные алгоритмы
12012	Одноступенчатый парокомпрессорный тепловой насос
12030	Автомобильные микроконтроллеры
11997	Алгоритм
12035	Сети Wi-Fi стандартов 802.11.xx
12001	Циклы
12020	Пищевые дрожжи
12027	Методы оптимизации в имитационном моделировании
11981	Понятие спектра
11979	Электромагнитные волны в анизотропной среде
11980	Молекулярное рассеяние света
12036	Беспроводные сети LTE
11978	Формирование оптических полей
11977	Теория электромагнитной волны
11974	Уравнение Максвелла
22021	Разработка дашборда
11982	Физический смысл спектрального разложения
12007	Холодильная техника
12000	Ветвления
11983	Дифракция
11969	Методы численного дифференцирования функций
12005	Математическая обработка
22301	Основные характеристики электростатического поля
12008	Криогенная техника
11968	Коэффициенты отражения
11970	Асимптотическая устойчивость
12040	Интерфейс связи дистанционного управления
12083	Выбор организационно-правовой формы для проекта
12071	Элементы статистического анализа данных
12043	Технология vehicle-to-everything (V2X)
12059	Организация внутрифирменного планирования
12045	Перехват сообщений
12060	Органы планирования на фирме
12075	Обработка и хранение информации
12048	Зональная модель безопасности
12049	Анализ локации местоположения агентов
12050	Временной горизонт планирования
12082	Проведение анализа рынка
12054	Функциональное планирование
12078	Архитектура приложений
12068	Понятие эконометрической модели
12058	Организационное обеспечение планирования
12086	Расчет страховых взносов
12063	Прогнозирование как функция управления
12061	Кадровая политика и кадровое планирование
12052	Годовое (тактическое) планирование
12067	Прогнозирование стационарных неоднородных процессов
12053	Оперативное планирование
12065	Оценка адекватности прогнозных моделей
22022	BI-системы
12089	Язык программирования Python
12042	Беспроводной интерфейс между мобильным телефоном и бортовым компьютером
12076	Представление и использование информации
22302	Электростатическое поле в вакууме
12084	Выбор схемы налогообложения для проекта
12107	Фазовые переходы первого рода
12096	Основы механики жидкости
22365	Определение спецификации безопасности, в том числе и относящиеся к методам функционирования и сопровождения, влиянию окружающей среды и ущербу для персонала
12108	Фазовые переходы второго рода
12109	Динамика фазовых переходов
12064	Анализ и первичная обработка данных
12041	Интеллектуальный интерфейсом двустороннего взаимодействия человека и машины
12090	Уравнения теории упругости
12056	Бизнес-план как инструмент инвестиционного планирования
12081	Определение источника инвестиций
12074	Транспортирование информации
12039	Система управления беспилотным транспортным средством
12057	Финансовое планирование (бюджетирование)
12055	План маркетинга как основа внутрифирменного планирования
12091	Упругость твердых тел
12092	Упругость жидких кристаллов
12093	Упругость двумерного объекта
12094	Постановка плоских задач теории упругости
12095	Краевые задачи плоской теории упругости
12046	Передача коллективу роботов дезинформации
12047	Модель безопасности для мультиагентных робототехнических систем
12044	Атаки со стороны внедренных роботов-диверсантов
12085	Составление перечня издержек для реализации проекта
12062	Теория социально-экономического прогнозирования
12066	Прогнозирование стационарных социально-экономических процессов
12070	Вероятностное описание экономических переменных
12088	Расчет экономической эффективности проекта
12072	Анализ экономических временных рядов
12077	Архитектура распределённой обработки данных
12079	Сервис-ориентированная архитектура
12087	Определение цены проекта
12069	Этапы построения эконометрических моделей
12073	Байесовские методы эконометрического анализа
12080	Эконометрическая модель
12154	Дифференциальные операторы тензорного анализа
12156	Интегральное представление дифференциальных операторов
12152	Приложения теории тензоров
12171	Форсайт
12158	Технология сычужных рассольных сыров
22023	Linear theory
12119	Численные методы решения нелинейных уравнений
12110	Критические флуктуации
12130	Управляемая молекулярная динамика
12133	Равновесные молекулярно-динамические модели
12135	Технологии разработки программного обеспечения
12118	Интерполирование и аппроксимация функций
12129	Межчастичное взаимодействие
12138	Методы и техника двухфотонно возбуждаемого вторичного свечения
12139	Резонансное гиперкомбинационное рассеяние
12140	Ближнепольная сканируюая оптическая микроскопия
12141	Устройство спектральной установки
12142	Измерение ИК-спектров полимерных пленок
12131	Потенциалы межчастичного взаимодействия
12144	Измерение спектров поглощения многокомпонентных растворов
12132	Стохастические свойства молекулярно-динамических моделей
12111	Модели для фазовых переходов
12143	Измерение ИК-спектров наночастиц
12112	Концентрационные фазовые переходы
12113	Динамика критических флуктуаций
22303	Электрическая ёмкость
12176	Оптические явления в диэлектриках
12175	Распространение света
12177	Показатель преломления вещества
12179	Лоренцовская модель диэлектрика
12155	Векторные тождества
12149	Тензорная алгебра
12157	Интегральные теоремы векторного анализа
12120	Численные методы решения систем нелинейных уравнений
12137	Оптическая спектрокопия наноструктур
12160	Сычужный фермент
12161	Заменители сычужного фермента
12162	Ферментативное свертывание молока сычужным ферментом
12121	Метод градиентного спуска
12122	Краевые задачи ОДУ второго порядка
12123	Метод граничных интегральных уравнений
12489	Налог на доходы физических лиц
12572	Движение капитала
12172	Управление интеллектуальной собственностью
12178	Соотношение Крамерса-Кронига
12168	Экономика инноваций
12174	Человеко-компьютерное взаимодействие
12127	Быстрое умножение
12145	Измерение люминесцентных характеристик растворов коллоидных полупроводниковых квантовых точек
12163	Информационная безопасность мультиагентных систем
12159	Технологические схемы производства рассольных сыров
12114	Особенности СВЧ диапазона
12166	Обеспечение информационной безопасности в роевых робототехнических системах
12165	Скрытые атаки на роевой алгоритм
12117	Полупроводниковые приборы СВЧ
12124	Битовая сложность вычисления
12125	Быстрый алгоритм вычисления функции
12115	Электровакуумные приборы СВЧ
12134	Методология моделирования данныз IDEF1X
12173	Развитие креативного и инновационного потенциала
12169	Инновационные стратегии
12170	Управление инновационными проектами и анализ деятельности конкурентов
12126	Метод умножения Карацубы
12150	Симметрия тензоров
12153	Тензор инерции
12151	Изотропные тензоры
12148	Определение тензора
12146	Определение квантового выхода люминесценции квантовых точек
12222	Структурная организация и функции белков
12224	Олигомеризация и агрегация белков
12225	Образование белковых нанокомплексов
12186	Нелинейно-оптические явления
22024	Microspheres
12196	Научно-исследовательская работа студентов
12195	Самостоятельная работа студентов
12192	Педагогические технологии
22366	Разработка требований к программному обеспечению
12202	Психолого-педагогическая диагностика
12216	Автокатализ
12207	Выпаривание и выпарные аппараты
12219	Осциллирующие реакции
12204	Гидромеханические процессы и аппараты
12185	Электрооптическое взаимодействие
12206	Химические и биохимические реакторы
12208	Массообменные процессы и аппараты
12238	Задача механики твердого деформируемого тела
12183	Фотоупругий эффект
12209	Критические показатели и масштабная инвариантность
12210	Точно решаемые задачи теории перколяции
12211	Перколяция на одномерной цепочке
12212	Перколяция на дереве Кейли
12213	Точные решения для некоторых плоских решеток
12214	Перколяционный кластер и его подструктуры
12215	Структура перколяционного кластера
12217	Автокатализ при полимеризации
12218	Уравнение автокатализа
12182	Распространение электромагнитного излучения в анизотропных средах
12221	Биомакромолекулы
12180	Принципы лазеров
12188	Компетентностный подход в образовании
12181	Связь микро- и макроскопических свойств материалов
12184	Фотон-фононное взаимодействие
12187	Предмет педагогики высшей школы
12245	Энергетические показатели активных преобразователей
12246	Характеристики электроэнергетических систем с активными преобразователями
12247	Повышение энергетической эффективности регулируемых электроприводов переменного тока
12490	Нанофотоника
12223	Самоорганизация и модификация белков
12226	Конструирование наноструктур на основе белков
12235	Внутренние силы взаимодействия
22304	Энергия электрического поля
12237	Эпюры усилий
12239	Уравнения равновесия в точке тела
12244	Однофазные активные преобразователи
12203	Профессиональная деятельность преподавателя вуза
12197	Система контроля учебной деятельности студентов
12243	Теория прочности конструкционных материалов
12201	Социально-психологическая характеристика студенческого коллектива
12200	Психологические особенности студенчества
12193	Средства обучения
12194	Организационные формы обучения
12190	Закономерности и принципы обучения
12242	Уравнения теории упругости
12199	Мотивация учебно-познавательной деятельности
12198	Теория воспитания
12191	Классификация методов обучения
12189	Содержание высшего профессионального образования
12236	Тензор напряжений
12220	Реакция Белоусова — Жаботинского
12240	Осевая деформация
12241	Деформации в окрестности точки тела
12302	Блокчейн в системах искусственного интеллекта
12283	Принципы человеко-ориентированного проектирования
12294	Блокчейн как финансовая технология
12296	Место криптовалюты в современной финансовой системе
12314	Архитектуры на шаблонах (rule-based)
22025	Self-pulsation mechanisms
12258	Сбор информации на сетевом уровне
12299	Принцип работы цифрового дерева Меркла
12297	Реализация блокчейна Ethereum
22367	Разработка процедур проверки работоспособности и изменения характеристик программного обеспечения
22456	Implementation of real-time DSP algorithms
12260	Управление скомпрометированными системами
12257	Google Hacking Database (GHDB)
12263	Атаки на Web-приложения
12288	Понятие системы
22479	Интеллектуальные системы
12282	Человеко-ориентированный подход к проектированию
22481	Проектирование приборов и систем
12285	Уровни ситуационной осведомлённости
12286	Перегрузка информацией
12287	Туннелированное внимание
12289	Структура системы
12290	Классификация систем
12291	Классификации методов моделирования систем
12292	Дискретные информационные модели
12293	Характеристика задач системного анализа
22483	Клиент-серверная архитектура
12295	Сущность и формы ICO
22468	Maxwell's equations
22305	Основные характеристики магнитного поля
12300	Фильтр Блума
12301	Эмиссия цифровых токенов
12303	Анализ посещаемости сайта
12310	Виды диалогов
12311	Генерация ответа на запрос пользователя
12312	Генерирующие архитектуры
12313	Выбор правильного ответ из фиксированного списка
12315	Направления развития диалоговых архитектур
12304	Сбор данных о посетителях веб-сайтов
12307	Инструменты веб-аналитики
12309	Системы веб-аналитики
12262	Сетевые анализаторы
12306	Удобство навигации сайта для посетителей
12265	Криптографические защитные механизмы
12256	Сбор информации без явного подключения к объекту исследования
12284	Человеко-машинный интерфейс
12261	Вирусы и сетевые черви
12259	Атаки на защитные механизмы операционных систем
12264	Атаки в беспроводных сетях
12305	Аудитория сайта
12298	Хэш транзакции
12308	Анализаторы логов
12316	Теория управления
12343	Регулирование искусственного интеллекта
12335	Право на секрет производства (ноу-хау)
12338	Правовая защита
12344	Направления развития правового регулирования
12334	Патентное право
12696	Изобретение
12372	Исследования науки и технологий (STS)
12333	Объекты авторского права
12348	Предварительная стадия разработки и анализа проекта
12349	Общая последовательность разработки и анализа проекта
12350	Анализ коммерческой выполнимости проекта
12351	Технический анализ
12341	Цифровизация экономики
12340	Новые рынки
12355	Анализ риска
12376	Надежность и валидность в исследованиях
12347	Понятие проекта и проектного цикла
12390	Стратегия научно-технического развития
12336	Передача и переход исключительных прав на объекты интеллектуальной собственности
12365	Инфраструктура морского транспорта
12327	Создание цифровизованных технологических платформ
12329	Дигитализация управления
12330	Создание высокотехнологичных предприятий
12332	Международные стандарты в сфере интеллектуальных прав
12368	Классификация автомобильных дорог
12346	Регулирование рынка криптовалют
12373	Исследовательские парадигмы
12374	Ключевые понятия исследовательского дизайна
22026	Дираковская формулировка квантовой механики
12377	Источники данных исследовательских проектов
12386	Цифровые сертификаты
22368	Разработка тестовых наборов данных
12359	Метаболизм микроорганизмов
12360	Рост микроорганизмов
22480	Устная коммуникация
12326	Организация производства в условиях цифровой экономики
22469	Helmholtz equations
12345	Регулирование рынка беспилотного транспорта
12364	Инфраструктура воздушного транспорта
12366	Инфраструктура речного транспорта
12367	Инфраструктура железнодорожного транспорта
12369	Инфраструктура пассажирского автотранспорта
12370	Инфраструктура грузового автотранспорта
12352	Финансовый анализ
12389	Развитие кадрового потенциала в сфере науки
12387	Научно-техническая политика
12380	Симметричная криптографии
12379	Криптографические методы защиты информации
12385	Криптографическая защиты информации
12381	Асимметричная криптографии
12388	Критические технологии
12378	Задачи кибербезопасности
22482	Проектированием мехатронных модулей
12342	Регулирование цифровых платформ
22484	Фреймворки
12356	Морфология клеток
12357	Генетика микроорганизмов
12358	Питание микроорганизмов
12361	Размножение микроорганизмов
12362	Превращение микроорганизмами соединений углерода
12354	Институциональный анализ
12384	Защиты компьютерных сетей от киберугроз
12383	Уязвимости сетевых протоколов
12353	Экономический анализ
15374	Синтез и моделирование систем управления
12328	Дигитализация производства
12375	Этика исследования
12339	Нормативное регулирование
22306	Магнитное поле в вакууме
12427	Социальные инновации
12419	Рынки продуктов питания
12420	Глобальные потребительские тренды на рынке продуктов питания
12457	Консолидация гетерогенной информации из различных источников
12473	Кондиционирование
12410	Модель Марковица
12411	Модель Блека
12412	Индексная модель Шарпа
12418	Сертификация интегрированных систем менеджмента
12565	Оптические свойства
12472	Адаптация для лиц с ОВЗ
12474	Учет основных средств
22318	Основы химии
12477	Учет затрат и выпуска готовой продукции
12453	Интерактивные зрелища цифровой культуры
12452	Интернет и новые средства коммуникации
12456	Критическая теория интернета
12422	Персонализированное питание
12415	Проектирование интегрированных систем менеджмента
12469	Характеристики приемников оптического излучения
12421	Ключевые рыночные тренды
12414	Организация разработки интегрированных систем менеджмента
12461	Фотоника
12404	Общая теория инвестиций
12405	Виды инвестиций
12406	Портфельные инвестиции
12407	Доходность и риск по портфелю
12408	Модели формирования портфеля
12409	Оптимальный портфель
12413	Стратегия управления портфелем
12478	Учет денежных средств и финансовых вложений
12479	Учет финансовых обязательств
12416	Документирование интегрированных систем менеджмента
22027	Фоковские состояния квантово-механической системы
12443	Задачи территориального планирования
22307	Магнитное поле в веществе
12458	Виды баз данных реляционных СУБД
12417	Внедрение интегрированных систем менеджмента
12451	Индустрия медиа
12454	Классификация теорий медиа
12455	Социальных сети и новые медиа
12428	Инновации как основа модернизации общества
12440	Стратегическое управление развитием региона
12476	Учет материально-производственных запасов
12467	Классификация оптико-электронных приборов
12475	Учет нематериальных активов
12446	Схема территориального планирования региона
22369	Документация программных средств
12468	Сигналы и помехи в оптико-электронном приборе
12470	Тепловизионные системы
22470	Fresnel diffraction
22485	Методы ренормализационной группы
7299	Предпроектные исследования в разработке дизайна общественного пространства
12450	«Зеленая экономика» и устойчивое развитие
12449	Администрирование «зеленого города»
12471	Оптико-электронные приборы и системы
12442	Современное состояние системы территориального планирования
12441	Управление процессами урбанизации
12444	Разработка документов территориального планирования
12445	Зарубежный опыт территориального планирования
12495	Методология оценки безопасности пищевых продуктов
12496	Идентификация и фальсификация пищевых продуктов
12480	Учет собственного капитала
12494	Критерии оценки продовольственной безопасности
12501	Модели каналов связи
12502	Дискретные каналы связи
12507	Информационные характеристики каналов связи
12538	Расчет оптимальной геометрии
12552	Свойства веществ в нанокристаллическом состоянии
12525	Сетевые технологии представления текста
22028	Квантово-механический гамильтониан взаимодействия двухуровневой системы с одномодовым полем
12506	Кодирование в каналах с помехами
22308	Явление электромагнитной индукции
12532	Эволюционные вычисления
12511	Этапы построения экономико–математических моделей
12512	Адаптивные модели прогнозирования
12554	Методы исследования веществ в нанокристаллическом состоянии
12547	Биоинженерные методы сохранения природных ресурсов
12523	Классификация текстов
12533	Эволюционное программирование
12519	Лингвистика как наука
12520	Лингвистические основы информационного поиска
12521	Автоматическое индексирование текстов
12522	Автоматическое реферирование текстов
12548	Нанотехнологии в медицине
12524	Контент-анализ текста
22370	Разработка и корректировка документации программных средств
12526	Корпусная лингвистика
12535	Последовательность работы генетического алгоритма
12541	Биотехнические системы
12546	Генные технологии восстановления здоровья
12536	Моделирование строения многоэлектронных атомов
12537	Моделирование молекулярных систем
22471	Fraunhofer diffraction
12539	Расчет электронной структуры периодических и непериодических систем
12542	Клеточная инженерия у растений
12543	Клеточная инженерия у животных
12484	Организация налогового контроля
22486	Методы среднего поля
22186	Прогнозирование социальных явлений и процессов
12483	Налоговая система России
12485	Налог на прибыль организаций
12545	Биоинженерные технологии в медицине
12551	Нанокластеры
12486	Налог на добавленную стоимость
12487	Налоги на имущество организаций и физических лиц
12505	Устранение избыточности
12540	Расчет оптического отклика периодических и непериодических систем
12527	Применение сенсорных систем
12510	Математические модели экономических систем
12528	Биомиметические устройства
12529	Моделирование работы органов вкуса
12534	Генетические операторы
12550	Workflow
12549	CAE-системы
12488	Транспортный налог
12500	Модели сигналов и помех
12544	Методы биоинженерии человека
12481	Учет финансовых результатов
12497	Чужеродные вещества пищи
12508	Оптимальный приём сообщений
12509	Эффективность систем связи
12482	Сводная консолидированная финансовая отчетность
12499	Преобразования непрерывных сообщений в передатчиках систем связи
12492	Этапы конструирования пищевых продуктов
12553	Методы получения наноматериалов
12498	Безопасность генетически модифицированных источников пищи
12491	Этапы проектирования состава пищевых продуктов
12493	Продовольственная безопасность
12619	Задачи экспериментальных исследований
12575	Валютные операции
12576	Депозитные операции
12573	Мировой рынок предпринимательского капитала
12559	Полупроводниковые квантово-размерные структуры
12560	Квантовые нити
12562	Сверхрешетки
12624	Методы и средства анализа и проектирования ПО
12632	Языки программирования
12566	Резонансное туннелирование
12567	Геотехнические средства
12585	Понятие сбалансированности экономики
12569	Астрономические средства
12577	Кредитные операции
12578	Эмиссионные операции
12570	Светотехнические средства
12574	Участники рынка ссудных капиталов
12579	Страховые операции
12618	Методическое обеспечение технической защиты информации
12590	Трансгуманизм
12589	Традиционные антропоцентричные понятия
12582	Методы исчисления ВНП
12593	Художественная интуиция
12591	Понятия культуры и природы
12594	Рациональное научное познание
12592	Постугманизм
12617	Градостроительное право
12568	Радиотехнические средства
12564	Плотность состояний и концентрация носителей заряда
12563	Энергетический спектр
12580	Тенденции глобальных рынков капитала
12622	Модели жизненного цикла программного обеспечения
12558	Материалы для бионанотехнологии
12555	Применение функциональных наноматериалов
12556	Наноэлектроника
12557	Молекулярная электроника
12581	Предмет макроэкономической теории
12583	Макроэкономическое равновесие
12597	Коммерциализация интеллектуальной собственности
12586	Современные модели экономического роста
12587	Теории экономического роста
12588	Цикличность экономического развития
12584	Сущность экономического развития
12571	Алгоритмы обработки навигационной информации
12596	Визуализация профессиональных данных
12621	Физическая организация данных и механизмы доступа
12634	Базовые аспекты кокурентной среды
22029	Формализм матрицы плотности для описания динамики квантовой системы
12635	Конкурентоспосбность экономических агентов
22371	Стандарты разработки документации программных средств
22487	Методы квантовой теории поля в физике
22472	Diffraction of light
12613	Интерферометр
12616	Физика ядра и элементарных частиц
12633	Язык программирования PHP
12561	Квантовые точки
12637	Антимонопольная политика
12630	Прикладная статистика
22457	Принципы организации природоохранной деятельности
12614	Абсолютно черное тело
12611	Квантовая физика
12834	SimMechanics
22309	Энергия магнитного поля
12595	Работа с материалами в современном искусстве
12636	Конкурентоспособность
12640	Неценовая конкуренция
12641	Проектный подход
12644	Функциональное управление
12706	Правовое регулирование в сфере средств индивидуализации
12639	Стратегии повышения конкурентоспособности предприятия
12687	Объекты авторского права
12653	Продвижение сайта
12656	Платежная система
12688	Субъект авторского права
12669	Методы государственного регулирования
12648	Методология IDEF
12646	Моделирование деятельности предприятия
12676	Верификация требований
12674	Проектирование программных продуктов
12679	Количественные методы оценки качества продукции
12677	Критерии оценки эффективности программных продуктов
12681	Схемы аналитических систем
12671	Инновационный сектор российской биоэкономики
12675	Тестирование программных продуктов
12684	Доставка аналитической информации
12685	Аналитический отчет
12686	Творческая деятельность
12689	Критерии охраноспособности произведений
12693	Нарушение авторских прав
12714	Служебные РИД
12698	Условия охраноспособности
12716	Жизненный цикл служебных РИД
12672	Инновационная политика государства в биоэкономике
12712	РИД
12719	Стоимость нематериальных активов
12704	Средство индивидуализации
12722	Амортизация нематериальных активов
12708	Международная регистрация товарных знаков
12711	Франшиза
12652	Интеграция предприятия в электронный бизнес
12715	Правовая охрана служебной ИС
12717	Государственный заказ
12647	Методология SADT
12638	Конкурентная среда
12655	Реклама в интернете
12654	PR-мероприятия в интернете
12695	Объекты патентного права
12645	Процессное управление
12697	Полезная модель
12720	Инвентаризация
12660	Методология MPR
12661	CRP-система
12682	Витрины данных
12662	MRPII-система
12663	Системы класса ERP
22030	Квантовая теория релаксации
12705	Товарные знаки
12707	Поиск по товарным знакам
12667	Электронный документооборот
12668	OLAP-системы
12702	Заявка на патент
12709	Оспаривание регистрации товарных знаков
12701	Патент
12642	Планирование человеческих ресурсов
12725	Система управления интеллектуальной собственностью предприятия
